Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,
IISUTINOPL,RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTRHAB,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP REV,,0,No,
IRSUTOUTRHAB,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP REV,,1,Yes,
IISUTOUTRHAB,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND,,1,Questionnaire data,
IISUTOUTRHAB,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTRHAB,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTMHCR,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP REV,,0,No,
IRSUTOUTMHCR,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP REV,,1,Yes,
IISUTOUTMHCR,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP IND,,1,Questionnaire data,
IISUTOUTMHCR,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTMHCR,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTTHRP,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP REV,,0,No,
IRSUTOUTTHRP,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP REV,,1,Yes,
IISUTOUTTHRP,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP IND,,1,Questionnaire data,
IISUTOUTTHRP,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP IND,,2,Logically assigned data,
IISUTOUTTHRP,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTTHRP,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTDOC,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP REV,,0,No,
IRSUTOUTDOC,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP REV,,1,Yes,
IISUTOUTDOC,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,,1,Questionnaire data,
IISUTOUTDOC,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,,2,Logically assigned data,
IISUTOUTDOC,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTDOC,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTHOSP,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP REV,,0,No,
IRSUTOUTHOSP,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP REV,,1,Yes,
IISUTOUTHOSP,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP IND,,1,Questionnaire data,
IISUTOUTHOSP,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP IND,,2,Logically assigned data,
IISUTOUTHOSP,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTHOSP,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTSCHL,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP REV,,0,No,
IRSUTOUTSCHL,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP REV,,1,Yes,
IISUTOUTSCHL,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP IND,,1,Questionnaire data,
IISUTOUTSCHL,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTSCHL,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTOUTOPL,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP REV,,0,No,
IRSUTOUTOPL,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP REV,,1,Yes,
IISUTOUTOPL,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP IND,,1,Questionnaire data,
IISUTOUTOPL,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP IND,,3,Statistically imputed data,
IISUTOUTOPL,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP REV,,0,No,
IRSUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP REV,,1,Yes,
IISUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP IND,,1,Questionnaire data,
IISUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP IND,,3,Statistically imputed data,
IISUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP IND,,9,LEGITIMATE SKIP,
IRSUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP REV,,0,No,
IRSUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP REV,,1,Yes,
IISUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP IND,,1,Questionnaire data,
IISUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP IND,,2,Logically assigned data,
IISUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP IND,,3,Statistically imputed data,
IISUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP IND,,9,LEGITIMATE SKIP,
IRSUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP REV,,0,No,
IRSUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP REV,,1,Yes,
IISUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP IND,,1,Questionnaire data,
IISUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP IND,,2,Logically assigned data,
IISUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP IND,,3,Statistically imputed data,
IISUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP REV,,0,No,
IRSUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP REV,,1,Yes,
IISUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP IND,,1,Questionnaire data,
IISUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP IND,,3,Statistically imputed data,
IISUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP IND,,9,LEGITIMATE SKIP,
IRSUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP REV,,0,No,
IRSUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP REV,,1,Yes,
IISUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP IND,,1,Questionnaire data,
IISUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP IND,,3,Statistically imputed data,
IISUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP IND,,9,LEGITIMATE SKIP,
SUTINPPY,RC-RCVD SUB USE TREATMENT AS AN INPATIENT - PAST YEAR,"(IRSUTINHOSP, IRSUTINRHAB, IRSUTINRSMH)",0,No,
SUTINPPY,RC-RCVD SUB USE TREATMENT AS AN INPATIENT - PAST YEAR,"(IRSUTINHOSP, IRSUTINRHAB, IRSUTINRSMH)",1,Yes,
SUTOUTPPY,RC-RCVD SUB USE TREATMENT AS AN OUTPATIENT - PAST YEAR,"(IRSUTOUTDOC, IRSUTOUTHOSP, IRSUTOUTMHCR, IRSUTOUTRHAB, IRSUTOUTSCHL, IRSUTOUTTHRP)",0,No (All source variables,
SUTOUTPPY,RC-RCVD SUB USE TREATMENT AS AN OUTPATIENT - PAST YEAR,"(IRSUTOUTDOC, IRSUTOUTHOSP, IRSUTOUTMHCR, IRSUTOUTRHAB, IRSUTOUTSCHL, IRSUTOUTTHRP)",1,Yes (Any source variable,
SUTOUTNDOC,RC-RCVD SUB TRMT AS AN OUTPATIENT OTHER THAN GEN MED-PY,"(IRSUTOUTHOSP, IRSUTOUTMHCR, IRSUTOUTRHAB, IRSUTOUTSCH, IRSUTOUTTHRP)",0,No (All source variables,
SUTOUTNDOC,RC-RCVD SUB TRMT AS AN OUTPATIENT OTHER THAN GEN MED-PY,"(IRSUTOUTHOSP, IRSUTOUTMHCR, IRSUTOUTRHAB, IRSUTOUTSCH, IRSUTOUTTHRP)",1,Yes (Any source variable,
SUTOUTALCPY,RC- RCVD SUB USE TRMT AS AN OUTPATIENT FOR ALCOHOL USE - PY,"(SUTOUTALC, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTALCPY,RC- RCVD SUB USE TRMT AS AN OUTPATIENT FOR ALCOHOL USE - PY,"(SUTOUTALC, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTMRJPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR MARIJUANA USE - PY,"(SUTOUTMRJ, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTMRJPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR MARIJUANA USE - PY,"(SUTOUTMRJ, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTCOCPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR COCAINE USE - PY,"(SUTOUTCOC, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTCOCPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR COCAINE USE - PY,"(SUTOUTCOC, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTHERPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR HEROIN USE - PY,"(SUTOUTHER, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTHERPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR HEROIN USE - PY,"(SUTOUTHER, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTHALPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR HALLUC USE - PY,"(SUTOUTHALL, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTHALPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR HALLUC USE - PY,"(SUTOUTHALL, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTINHPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR INHALANT USE - PY,"(SUTOUTINHL, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTINHPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR INHALANT USE - PY,"(SUTOUTINHL, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTMTHPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR METHAM USE - PY,"(SUTOUTMETH, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTMTHPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR METHAM USE - PY,"(SUTOUTMETH, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTPNRPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR PAIN REL USE - PY,"(SUTOUTPNR, SUTOUTPPY)",0,No/unspecified (Otherwise),
SUTOUTPNRPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR PAIN REL USE - PY,"(SUTOUTPNR, SUTOUTPPY)",1,Yes (SUTOUTPPY,
SUTOUTSTMPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR STIM USE - PY,"(SUTOUTPPY, SUTOUTSTM)",0,No/unspecified (Otherwise),
SUTOUTSTMPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR STIM USE - PY,"(SUTOUTPPY, SUTOUTSTM)",1,Yes (SUOUTNPPY,
SUTOUTTRQPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR TRANQ USE - PY,"(SUTOUTPPY, SUTOUTTRQ)",0,No/unspecified (Otherwise),
SUTOUTTRQPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR TRANQ USE - PY,"(SUTOUTPPY, SUTOUTTRQ)",1,Yes (SUTOUTPPY,
SUTOUTSEDPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR SEDATIVE USE-PY,"(SUTOUTPPY, SUTOUTSED)",0,No/unspecified (Otherwise),
SUTOUTSEDPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR SEDATIVE USE-PY,"(SUTOUTPPY, SUTOUTSED)",1,Yes (SUTOUTPPY,
SUTOUTTQSDPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR TRQ OR SED USE-PY,"(SUTOUTSEDPY, SUTOUTTRQPY)",0,No/unspecified (SUTOUTSEDPY,
SUTOUTTQSDPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR TRQ OR SED USE-PY,"(SUTOUTSEDPY, SUTOUTTRQPY)",1,Yes (SUTOUTSEDPY,
SUTOUTPSYPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR PSYCHO USE - PY,"(SUTOUTPNRPY, SUTOUTSEDPY, SUTOUTSTMPY, SUTOUTTRQPY)",0,No/unspecified (All source variables,
SUTOUTPSYPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR PSYCHO USE - PY,"(SUTOUTPNRPY, SUTOUTSEDPY, SUTOUTSTMPY, SUTOUTTRQPY)",1,Yes (Any source variable,
SUTOUTOPIPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR OPIOID USE - PY,"(SUTOUTHERPY, SUTOUTPNRPY)",0,No/unspecified (SUTOUTHERPY,
SUTOUTOPIPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR OPIOID USE - PY,"(SUTOUTHERPY, SUTOUTPNRPY)",1,Yes (SUTOUTHERPY,
SUTOUTCNSPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR CNS USE - PY,"(SUTOUTCOCPY, SUTOUTMTHPY, SUTOUTSTMPY)",0,No/unspecified (All source variables,
SUTOUTCNSPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR CNS USE - PY,"(SUTOUTCOCPY, SUTOUTMTHPY, SUTOUTSTMPY)",1,Yes (Any source variable,
SUTOUTDRGPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR DRUG USE - PY,,0,No/unspecified (All source variables=0),
SUTOUTDRGPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR DRUG USE - PY,,1,Yes (Any source variable=1),
SUTOUTDRALPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR DRUGS AND ALC - PY,,0,No/unspecified (All source variables=0),
SUTOUTDRALPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT FOR DRUGS AND ALC - PY,,1,Yes (Any source variable=1),
SUTOUTUNSPPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT - SUB UNSPECIFIED - PY,,0,No/unspecified (All source variables=0),
SUTOUTUNSPPY,RC-RCVD SUB USE TRMT AS AN OUTPATIENT - SUB UNSPECIFIED - PY,,1,Yes (Any source variable=1),
SUTPHVIDRG,RC-RCVD PHONE/VIDEO SERVICES FOR DRUG USE - PAST YEAR,,.,Unknown (Otherwise),
SUTPHVIDRG,RC-RCVD PHONE/VIDEO SERVICES FOR DRUG USE - PAST YEAR,,0,No ,
SUTPHVIDRG,RC-RCVD PHONE/VIDEO SERVICES FOR DRUG USE - PAST YEAR,,1,Yes (See comment above),
SUTPHVIALC,RC-RCVD PHONE/VIDEO SERVICES FOR ALCOHOL USE - PAST YEAR,,.,Unknown (Otherwise),
SUTPHVIALC,RC-RCVD PHONE/VIDEO SERVICES FOR ALCOHOL USE - PAST YEAR,,0,No,
SUTPHVIALC,RC-RCVD PHONE/VIDEO SERVICES FOR ALCOHOL USE - PAST YEAR,,1,Yes,
SUTRTPY,RC-RCVD SUBSTANCE USE TREATMENT - PAST YEAR,,0,No ,
SUTRTPY,RC-RCVD SUBSTANCE USE TREATMENT - PAST YEAR,,1,Yes ,
SUTRTDRGPY,RC-RCVD SUB USE TREATMENT FOR DRUG USE - PAST YEAR,,0,No/unspecified (Otherwise),
SUTRTDRGPY,RC-RCVD SUB USE TREATMENT FOR DRUG USE - PAST YEAR,,1,Yes (See comment above),
SUTRTALCPY,RC-RCVD SUB USE TREATMENT FOR ALCOHOL USE - PAST YEAR,,0,No/unspecified (Otherwise),
SUTRTALCPY,RC-RCVD SUB USE TREATMENT FOR ALCOHOL USE - PAST YEAR,,1,Yes (See comment above),
SUTRTDRALPY,RC-RCVD SUB USE TREATMENT FOR DRUG AND ALCOHOL USE - PST YEAR,,0,No/unspecified ,
SUTRTDRALPY,RC-RCVD SUB USE TREATMENT FOR DRUG AND ALCOHOL USE - PST YEAR,,1,Yes ,
SUTRTUNSPPY,RC-RCVD SUB USE TREATMENT - SUB UNSPECIFIED - PAST YEAR,,0,No (Otherwise),
SUTRTUNSPPY,RC-RCVD SUB USE TREATMENT - SUB UNSPECIFIED - PAST YEAR,,1,Yes ,
SUTRTOTHPY,RC-RCVD SUB USE TREATMENT OR OTHER SERVICES - PAST YEAR,,0,No, 
SUTRTOTHPY,RC-RCVD SUB USE TREATMENT OR OTHER SERVICES - PAST YEAR,,1,Yes ,
SUTNEEDPY,RC-CLASSIFIED AS NEEDING SUBSTANCE USE TREATMENT - PAST YEAR,,0,No ,
SUTNEEDPY,RC-CLASSIFIED AS NEEDING SUBSTANCE USE TREATMENT - PAST YEAR,,1,Yes ,
SUTSKTHPY,"RC-SOUGHT OR THGHT SHLD GET SUB USE TRT, DIDNÕT RCV TRT - PY",,.,Unknown /received sub use treatment (Otherwise),
SUTSKTHPY,"RC-SOUGHT OR THGHT SHLD GET SUB USE TRT, DIDNÕT RCV TRT - PY",,0,"Sought or thght shld get trt, not rcvd (See comment above)",
SUTSKTHPY,"RC-SOUGHT OR THGHT SHLD GET SUB USE TRT, DIDNÕT RCV TRT - PY",,1,"DidnÕt seek or thnk shld get trt, not rcvd (See comment above)",
SUNTCOST,RC-UNMET PY SUB USE TRT NEED: THOUGHT COST TOO MUCH,,.,Unknown/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTCOST,RC-UNMET PY SUB USE TRT NEED: THOUGHT COST TOO MUCH,,0,No ,
SUNTCOST,RC-UNMET PY SUB USE TRT NEED: THOUGHT COST TOO MUCH,,1,Yes ,
SUNTINSCV,RC-UNMET PY SUB USE TRT NEED: NO HEALTH INSUR COVERAGE,"(SUTSKTHPY, SUTUNINSCV)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTINSCV,RC-UNMET PY SUB USE TRT NEED: NO HEALTH INSUR COVERAGE,"(SUTSKTHPY, SUTUNINSCV)",0,No (SUTSKTHPY,
SUNTINSCV,RC-UNMET PY SUB USE TRT NEED: NO HEALTH INSUR COVERAGE,"(SUTSKTHPY, SUTUNINSCV)",1,Yes (SUTSKTHPY,
SUNTENCV,RC-UNMET PY SUB USE TRT NEED: HLTH INSUR DIDNT COVER ENOUGH,"(SUTSKTHPY, SUTUNENFCV)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTENCV,RC-UNMET PY SUB USE TRT NEED: HLTH INSUR DIDNT COVER ENOUGH,"(SUTSKTHPY, SUTUNENFCV)",0,No (SUTSKTHPY,
SUNTENCV,RC-UNMET PY SUB USE TRT NEED: HLTH INSUR DIDNT COVER ENOUGH,"(SUTSKTHPY, SUTUNENFCV)",1,Yes (SUTSKTHPY,
SUNTWHER,RC-UNMET PY SUB USE TRT NEED: DIDNT KNOW WHERE TO GET TRT,"(SUTSKTHPY, SUTUNWHER)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTWHER,RC-UNMET PY SUB USE TRT NEED: DIDNT KNOW WHERE TO GET TRT,"(SUTSKTHPY, SUTUNWHER)",0,No (SUTSKTHPY,
SUNTWHER,RC-UNMET PY SUB USE TRT NEED: DIDNT KNOW WHERE TO GET TRT,"(SUTSKTHPY, SUTUNWHER)",1,Yes (SUTSKTHPY,
SUNTNOFND,RC-UNMET PY SUB USE TRT NEED: COULDNT FIND PREFERRED PROVIDR,"(SUTSKTHPY, SUTUNNOFND)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTNOFND,RC-UNMET PY SUB USE TRT NEED: COULDNT FIND PREFERRED PROVIDR,"(SUTSKTHPY, SUTUNNOFND)",0,No (SUTSKTHPY,
SUNTNOFND,RC-UNMET PY SUB USE TRT NEED: COULDNT FIND PREFERRED PROVIDR,"(SUTSKTHPY, SUTUNNOFND)",1,Yes (SUTSKTHPY,
SUNTNOOPN,RC-UNMET PY SUB USE TRT NEED: NO OPENING W/ PREFERRED PROVID,"(SUTSKTHPY, SUTUNNOOPN)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTNOOPN,RC-UNMET PY SUB USE TRT NEED: NO OPENING W/ PREFERRED PROVID,"(SUTSKTHPY, SUTUNNOOPN)",0,No (SUTSKTHPY,
SUNTNOOPN,RC-UNMET PY SUB USE TRT NEED: NO OPENING W/ PREFERRED PROVID,"(SUTSKTHPY, SUTUNNOOPN)",1,Yes (SUTSKTHPY,
SUNTPROBS,"RC-UNMET PY SUB USE TRT NEED: PROB W/TRAN, CHLDCARE, APPT TM","(SUTSKTHPY, SUTUNPROBS)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTPROBS,"RC-UNMET PY SUB USE TRT NEED: PROB W/TRAN, CHLDCARE, APPT TM","(SUTSKTHPY, SUTUNPROBS)",0,No (SUTSKTHPY,
SUNTPROBS,"RC-UNMET PY SUB USE TRT NEED: PROB W/TRAN, CHLDCARE, APPT TM","(SUTSKTHPY, SUTUNPROBS)",1,Yes (SUTSKTHPY,
SUNTTIME,RC-UNMET PY SUB USE TRT NEED: NOT ENOUGH TIME FOR TRT,"(SUTSKTHPY, SUTUNTIME)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTTIME,RC-UNMET PY SUB USE TRT NEED: NOT ENOUGH TIME FOR TRT,"(SUTSKTHPY, SUTUNTIME)",0,No (SUTSKTHPY,
SUNTTIME,RC-UNMET PY SUB USE TRT NEED: NOT ENOUGH TIME FOR TRT,"(SUTSKTHPY, SUTUNTIME)",1,Yes (SUTSKTHPY,
SUNTPRIV,RC-UNMET PY SUB USE TRT NEED: WORRIED INFO NOT KEPT PRIVATE,"(SUTSKTHPY, SUTUNPRIV)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTPRIV,RC-UNMET PY SUB USE TRT NEED: WORRIED INFO NOT KEPT PRIVATE,"(SUTSKTHPY, SUTUNPRIV)",0,No (SUTSKTHPY,
SUNTPRIV,RC-UNMET PY SUB USE TRT NEED: WORRIED INFO NOT KEPT PRIVATE,"(SUTSKTHPY, SUTUNPRIV)",1,Yes (SUTSKTHPY,
SUNTPTHNK,RC-UNMET PY SUB USE TRT NEED: WORRIED WHAT PEOPLE THNK/SAY,"(SUTSKTHPY, SUTUNPTHNK)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTPTHNK,RC-UNMET PY SUB USE TRT NEED: WORRIED WHAT PEOPLE THNK/SAY,"(SUTSKTHPY, SUTUNPTHNK)",0,No (SUTSKTHPY,
SUNTPTHNK,RC-UNMET PY SUB USE TRT NEED: WORRIED WHAT PEOPLE THNK/SAY,"(SUTSKTHPY, SUTUNPTHNK)",1,Yes (SUTSKTHPY,
SUNTCONSQ,RC-UNMET PY SUB USE TRT NEED: THGHT WOULD LOSE JOB/HOME/CHLD,"(SUTSKTHPY, SUTUNCONSQ)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTCONSQ,RC-UNMET PY SUB USE TRT NEED: THGHT WOULD LOSE JOB/HOME/CHLD,"(SUTSKTHPY, SUTUNCONSQ)",0,No (SUTSKTHPY,
SUNTCONSQ,RC-UNMET PY SUB USE TRT NEED: THGHT WOULD LOSE JOB/HOME/CHLD,"(SUTSKTHPY, SUTUNCONSQ)",1,Yes (SUTSKTHPY,
SUNTSTART,RC-UNMET PY SUB USE TRT NEED: NOT READY TO START TRT,"(SUTSKTHPY, SUTUNSTART)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTSTART,RC-UNMET PY SUB USE TRT NEED: NOT READY TO START TRT,"(SUTSKTHPY, SUTUNSTART)",0,No (SUTSKTHPY,
SUNTSTART,RC-UNMET PY SUB USE TRT NEED: NOT READY TO START TRT,"(SUTSKTHPY, SUTUNSTART)",1,Yes (SUTSKTHPY,
SUNTQUIT,RC-UNMET PY SUB USE TRT NEED: NOT RDY TO STOP/CUT SUB USE,"(SUTSKTHPY, SUTUNQUIT)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTQUIT,RC-UNMET PY SUB USE TRT NEED: NOT RDY TO STOP/CUT SUB USE,"(SUTSKTHPY, SUTUNQUIT)",0,No (SUTSKTHPY,
SUNTQUIT,RC-UNMET PY SUB USE TRT NEED: NOT RDY TO STOP/CUT SUB USE,"(SUTSKTHPY, SUTUNQUIT)",1,Yes (SUTSKTHPY,
SUNTHNDL,RC-UNMET PY SUB USE TRT NEED: THOUGHT COULD HANDLE ON OWN,"(SUTSKTHPY, SUTUNHNDL)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTHNDL,RC-UNMET PY SUB USE TRT NEED: THOUGHT COULD HANDLE ON OWN,"(SUTSKTHPY, SUTUNHNDL)",0,No (SUTSKTHPY,
SUNTHNDL,RC-UNMET PY SUB USE TRT NEED: THOUGHT COULD HANDLE ON OWN,"(SUTSKTHPY, SUTUNHNDL)",1,Yes (SUTSKTHPY,
SUNTFFLKE,RC-UNMET PY SUB USE TRT NEED: FAM/FRIENDS/RELIG WOULDNT LIKE,"(SUTSKTHPY, SUTUNFFLKE)",.,Unknwn/Rcvd trt/no sought&no thght shld get trt (Otherwise),
SUNTFFLKE,RC-UNMET PY SUB USE TRT NEED: FAM/FRIENDS/RELIG WOULDNT LIKE,"(SUTSKTHPY, SUTUNFFLKE)",0,No (SUTSKTHPY,
SUNTFFLKE,RC-UNMET PY SUB USE TRT NEED: FAM/FRIENDS/RELIG WOULDNT LIKE,"(SUTSKTHPY, SUTUNFFLKE)",1,Yes (SUTSKTHPY,
