variable_name,description
YMDEAUD5YR,NOTE: The following three recoded variables define if a respondent had co-occurring major depressive episode and a use disorder. Specific information about the DSM-5 use disorder criteria used in these recoded variables can be found in the Nicotine Dependence and Substance Use Disorder Appendix.
YOWRDIET,Did you lose weight without trying to because you were sick or on a diet?
YMDEHARX,
YOWRDISC,"During that [TIMEFILL] period of time, did you feel discouraged about how things were going in your life most of the day nearly every day?"
YMDEHPO,
YOWRDST,"Still thinking of times lasting two weeks or longer when [NUMPROBS] with your mood [WASWERE] most severe and frequent, how strong were your bad feelings during those times?"
YMDEHPRX,
YOWRELES,"The next questions are about changes in appetite and weight. In answering these questions, think about the period of time/most recent period of time when your [FEELNOUN] and other problems were the worst. Did you eat much less than usual almost every day during that time?"
YMDEIMAD5YR,NOTE: The following three recoded variables define if a respondent had co-occurring major depressive episode with severe impairment and a use disorder. Specific information about the DSM-5 use disorder criteria used in these recoded variables can be found in the Nicotine Dependence and Substance Use Disorder Appendix.
YOWREMOR,Did you eat much more than usual almost every day?
YMDELT,"NOTE: The variables in this section are recoded variables that were created from one or more of the edited or recoded variables from the preceding sections. NOTE: Certain source variables that were used to create recoded variables have valid values that might not have been reported or assigned for the current survey year. However, these values have been included in the general specifications in the codebook on how the recoded variables were created. See additional details about this issue in the Organization of the Data File section of this codebook introduction. NOTE: Respondents were administered separate age-appropriate depression modules designed to measure whether or not respondents had experienced a major depressive episode (MDE) in their lifetime and past year. All adolescent (youth) respondents aged 12 to 17 were asked questions from the Adolescent Depression section. All adults aged 18 or older were administered the questions in the Adult Depression section. Additional details on these adolescent depression recoded variables are provided in the Recoded Adolescent Depression Variable Documentation Appendix. The following variable, YMDELT, classifies an adolescent as having a major depressive episode (MDE) in their lifetime, YMDELT=1, if they reported experiencing at least 5 out of the 9 criteria used to define an adolescent as having had MDE in their lifetime, where at least one of the criteria is a depressed mood or loss of interest or pleasure in daily activities (YODSMMDE=1). An adolescent was classified as NOT having a major depressive episode (MDE) in their lifetime, YMDELT=2, if they met either of these conditions. • Reported experiencing fewer than five out of the nine criteria used to define an adolescent as having had MDE in their lifetime • If the number of criteria used to define an adolescent as having had MDE in their lifetime is unknown (YODSMMDE=94, 97, 98) and the respondent reported at least one of the following: o Never having had a period of time lasting several days or longer when felt sad, empty, or depressed (YODPREV=2), discouraged or hopeless about how things were going in life (YODSCEV=2), and lost interest and became bored with most things usually enjoyable (YOLOSEV=2). o Experienced the feelings in (i), but they did not last most of the day, almost every day for two weeks or longer [YOLSI2WK=2 or YODPR2WK=2]. o Experienced the feelings in (i) most of the day, almost every day for two weeks or longer, but the feelings lasted less than an hour when mood was most severe and frequent (YOWRHRS=1). o Experienced the feelings in (i) most of the day, almost every day for two weeks or longer for at least an hour during those times when mood was most severe and frequent, but the bad feelings were mild (YOWRDST=1), there was never a time when you felt so bad that nothing could cheer you up (YOWRCHR=4), and there was never a time when you felt so bad that you could not carry out your daily activities (YOWRIMP=4). o Experienced the feelings in (i) most of the day, almost every day for two weeks or longer for at least an hour with bad feelings that were more than mild or at some point could not be cheered up or could not carry out daily activities, but never had any other problems during those weeks, such as changes in sleep, eating, energy, the ability to keep mind on things, or feeling badly about self (YODPPROB=2). (YODPPROB, YODPR2WK, YODPREV, YODSCEV, YODSMMDE, YOLOSEV, YOLSI2WK, YOWRCHR, YOWRDST, YOWRHRS, YOWRIMP)"
YOWRENRG,"On most days during that [TIMEFILL] period of time, did you feel that you didn't have much energy?"
YMDERSUD5ANY,"NOTE: The following two recoded variables define if a respondent had major depressive episode and/or a substance use disorder. YMDERSUD5ANY and YMDESUD5ANYO are based on DSM-5 SUD estimates including prescription drug use data from all past year users of prescription drugs. These recodes replace variables YMDEORSUD5 and YMDESUD5ONL, and were used starting with the 2021 First Findings Report appendix tables."
YOWRGAIN,Did you gain weight without trying to during that [TIMEFILL] period of time?
YMDERXO2,
YOWRGNL2,How many pounds did you gain? Please enter your answer as a whole number.
YMDESUD5ANYO,
YOWRGROW,Did you gain weight without trying to because you were growing?
YMDETXRX,"In the following variable, YMDETXRX, an adolescent is defined as having received treatment/counseling if he/she saw or talked to a medical doctor or other professional for MDE."
YOWRHRS,"Think of times lasting two weeks or longer when [NUMPROBS] with your mood [WASWERE] most severe and frequent. During those times, how long did your [FEELNOUN] usually last?"
YMDEYR,
YOWRIMP,"Once again, please think of times lasting two weeks or longer when [NUMPROBS] with your mood [WASWERE] most severe and frequent. How often, during those times, did you feel so bad that you could not carry out your daily activities?"
