Question_Code,Description,Answer_Code,Answer_Meaning
V1399,V1399 - RV3a: # of write ups for drug/alcohol violation in past 12 months,-1,Don't Know
V1400,V1400 - RV3b: # of write ups for possession of a weapon in past 12 months,-9,Response missing due to CAPI issue
V1400,V1400 - RV3b: # of write ups for possession of a weapon in past 12 months,-8,Skipped
V1400,V1400 - RV3b: # of write ups for possession of a weapon in past 12 months,-2,Refusal
V1400,V1400 - RV3b: # of write ups for possession of a weapon in past 12 months,-1,Don't Know
V1401,V1401 - RV3c: # of write ups for possession of stolen property in past 12 months,-9,Response missing due to CAPI issue
V1401,V1401 - RV3c: # of write ups for possession of stolen property in past 12 months,-8,Skipped
V1401,V1401 - RV3c: # of write ups for possession of stolen property in past 12 months,-2,Refusal
V1401,V1401 - RV3c: # of write ups for possession of stolen property in past 12 months,-1,Don't Know
V1402,V1402 - RV3d: # of write ups for possession of unauthorized substance in past 12 months,-9,Response missing due to CAPI issue
V1402,V1402 - RV3d: # of write ups for possession of unauthorized substance in past 12 months,-8,Skipped
V1402,V1402 - RV3d: # of write ups for possession of unauthorized substance in past 12 months,-2,Refusal
V1402,V1402 - RV3d: # of write ups for possession of unauthorized substance in past 12 months,-1,Don't Know
V1403,V1403 - RV3e: # of write ups for verbal assault on an officer in past 12 months,-9,Response missing due to CAPI issue
V1403,V1403 - RV3e: # of write ups for verbal assault on an officer in past 12 months,-8,Skipped
V1403,V1403 - RV3e: # of write ups for verbal assault on an officer in past 12 months,-2,Refusal
V1403,V1403 - RV3e: # of write ups for verbal assault on an officer in past 12 months,-1,Don't Know
V1404,V1404 - RV3f: # of write ups for physical assault on an officer in past 12 months,-9,Response missing due to CAPI issue
V1404,V1404 - RV3f: # of write ups for physical assault on an officer in past 12 months,-8,Skipped
V1404,V1404 - RV3f: # of write ups for physical assault on an officer in past 12 months,-2,Refusal
V1404,V1404 - RV3f: # of write ups for physical assault on an officer in past 12 months,-1,Don't Know
V1405,V1405 - RV3g: # of write ups for verbal assault on an inmate in past 12 months,-9,Response missing due to CAPI issue
V1405,V1405 - RV3g: # of write ups for verbal assault on an inmate in past 12 months,-8,Skipped
V1405,V1405 - RV3g: # of write ups for verbal assault on an inmate in past 12 months,-2,Refusal
V1405,V1405 - RV3g: # of write ups for verbal assault on an inmate in past 12 months,-1,Don't Know
V1406,V1406 - RV3h: # of write ups for physical assault on an inmate in past 12 months,-9,Response missing due to CAPI issue
V1406,V1406 - RV3h: # of write ups for physical assault on an inmate in past 12 months,-8,Skipped
V1406,V1406 - RV3h: # of write ups for physical assault on an inmate in past 12 months,-2,Refusal
V1406,V1406 - RV3h: # of write ups for physical assault on an inmate in past 12 months,-1,Don't Know
V1407,V1407 - RV3i: # of write ups for (attempted) escape in past 12 months,-9,Response missing due to CAPI issue
V1407,V1407 - RV3i: # of write ups for (attempted) escape in past 12 months,-8,Skipped
V1407,V1407 - RV3i: # of write ups for (attempted) escape in past 12 months,-2,Refusal
V1407,V1407 - RV3i: # of write ups for (attempted) escape in past 12 months,-1,Don't Know
V1408,V1408 - RV3j: # of write ups for major violations in past 12 months,-9,Response missing due to CAPI issue
V1408,V1408 - RV3j: # of write ups for major violations in past 12 months,-8,Skipped
V1408,V1408 - RV3j: # of write ups for major violations in past 12 months,-2,Refusal
V1408,V1408 - RV3j: # of write ups for major violations in past 12 months,-1,Don't Know
V1409,V1409 - RV3k: # of write ups for minor violations in past 12 months,-9,Response missing due to CAPI issue
V1409,V1409 - RV3k: # of write ups for minor violations in past 12 months,-8,Skipped
V1409,V1409 - RV3k: # of write ups for minor violations in past 12 months,-2,Refusal
V1409,V1409 - RV3k: # of write ups for minor violations in past 12 months,-1,Don't Know
V1410,V1410 - RV4a: # of write ups for drug/alcohol violation since admission to prison,-9,Response missing due to CAPI issue
V1410,V1410 - RV4a: # of write ups for drug/alcohol violation since admission to prison,-8,Skipped
V1410,V1410 - RV4a: # of write ups for drug/alcohol violation since admission to prison,-2,Refusal
V1410,V1410 - RV4a: # of write ups for drug/alcohol violation since admission to prison,-1,Don't Know
V1411,V1411 - RV4b: # of write ups for possession of a weapon since admission to prison,-9,Response missing due to CAPI issue
V1411,V1411 - RV4b: # of write ups for possession of a weapon since admission to prison,-8,Skipped
V1411,V1411 - RV4b: # of write ups for possession of a weapon since admission to prison,-2,Refusal
V1411,V1411 - RV4b: # of write ups for possession of a weapon since admission to prison,-1,Don't Know
V1412,V1412 - RV4c: # of write ups for possession of stolen property since admission to prison,-9,Response missing due to CAPI issue
V1412,V1412 - RV4c: # of write ups for possession of stolen property since admission to prison,-8,Skipped
V1412,V1412 - RV4c: # of write ups for possession of stolen property since admission to prison,-2,Refusal
V1412,V1412 - RV4c: # of write ups for possession of stolen property since admission to prison,-1,Don't Know
V1413,V1413 - RV4d: # of write ups for possession of unauthorized substance since admission to prison,-9,Response missing due to CAPI issue
V1413,V1413 - RV4d: # of write ups for possession of unauthorized substance since admission to prison,-8,Skipped
V1413,V1413 - RV4d: # of write ups for possession of unauthorized substance since admission to prison,-2,Refusal
V1413,V1413 - RV4d: # of write ups for possession of unauthorized substance since admission to prison,-1,Don't Know
V1414,V1414 - RV4e: # of write ups for verbal assault on an officer since admission to prison,-9,Response missing due to CAPI issue
V1414,V1414 - RV4e: # of write ups for verbal assault on an officer since admission to prison,-8,Skipped
V1414,V1414 - RV4e: # of write ups for verbal assault on an officer since admission to prison,-2,Refusal
V1414,V1414 - RV4e: # of write ups for verbal assault on an officer since admission to prison,-1,Don't Know
V1415,V1415 - RV4f: # of write ups for physical assault on an officer since admission to prison,-9,Response missing due to CAPI issue
V1415,V1415 - RV4f: # of write ups for physical assault on an officer since admission to prison,-8,Skipped
V1415,V1415 - RV4f: # of write ups for physical assault on an officer since admission to prison,-2,Refusal
V1415,V1415 - RV4f: # of write ups for physical assault on an officer since admission to prison,-1,Don't Know
V1416,V1416 - RV4g: # of write ups for verbal assault on an inmate since admission to prison,-9,Response missing due to CAPI issue
V1416,V1416 - RV4g: # of write ups for verbal assault on an inmate since admission to prison,-8,Skipped
V1416,V1416 - RV4g: # of write ups for verbal assault on an inmate since admission to prison,-2,Refusal
V1416,V1416 - RV4g: # of write ups for verbal assault on an inmate since admission to prison,-1,Don't Know
V1417,V1417 - RV4h: # of write ups for physical assault on an inmate since admission to prison,-9,Response missing due to CAPI issue
V1417,V1417 - RV4h: # of write ups for physical assault on an inmate since admission to prison,-8,Skipped
V1417,V1417 - RV4h: # of write ups for physical assault on an inmate since admission to prison,-2,Refusal
V1417,V1417 - RV4h: # of write ups for physical assault on an inmate since admission to prison,-1,Don't Know
V1418,V1418 - RV4i: # of write ups for (attempted) escape since admission to prison,-9,Response missing due to CAPI issue
V1418,V1418 - RV4i: # of write ups for (attempted) escape since admission to prison,-8,Skipped
V1418,V1418 - RV4i: # of write ups for (attempted) escape since admission to prison,-2,Refusal
V1418,V1418 - RV4i: # of write ups for (attempted) escape since admission to prison,-1,Don't Know
V1419,V1419 - RV4j: # of write ups for major violations since admission to prison,-9,Response missing due to CAPI issue
V1419,V1419 - RV4j: # of write ups for major violations since admission to prison,-8,Skipped
V1419,V1419 - RV4j: # of write ups for major violations since admission to prison,-2,Refusal
V1419,V1419 - RV4j: # of write ups for major violations since admission to prison,-1,Don't Know
V1420,V1420 - RV4k: # of write ups for minor violations since admission to prison,-9,Response missing due to CAPI issue
V1420,V1420 - RV4k: # of write ups for minor violations since admission to prison,-8,Skipped
V1420,V1420 - RV4k: # of write ups for minor violations since admission to prison,-2,Refusal
V1420,V1420 - RV4k: # of write ups for minor violations since admission to prison,-1,Don't Know
V1421,V1421 - RV5: Specify most recent violation,-9,Response missing due to CAPI issue
V1421,V1421 - RV5: Specify most recent violation,-8,Skipped
V1421,V1421 - RV5: Specify most recent violation,-2,Refusal
V1421,V1421 - RV5: Specify most recent violation,-1,Don't Know
V1421,V1421 - RV5: Specify most recent violation,1,A Drug or Alcohol Violation
V1421,V1421 - RV5: Specify most recent violation,2,Possession of a Weapon
V1421,V1421 - RV5: Specify most recent violation,3,Possession of Stolen Property
V1421,V1421 - RV5: Specify most recent violation,4,Possession of Any Unauthorized Substance or Item
V1421,V1421 - RV5: Specify most recent violation,5,A Verbal Assault on Staff
V1421,V1421 - RV5: Specify most recent violation,6,A Physical Assault on Staff
V1421,V1421 - RV5: Specify most recent violation,7,A Verbal Assault on an Inmate
V1421,V1421 - RV5: Specify most recent violation,8,A Physical Assault on an Inmate
V1421,V1421 - RV5: Specify most recent violation,9,An Escape or Attempted Escape
V1421,V1421 - RV5: Specify most recent violation,10,Some Other Major Violation
V1421,V1421 - RV5: Specify most recent violation,11,Some Other Minor Violation
V1422,V1422 - RV6: Any disciplinary actions for most recent violation,-9,Response missing due to CAPI issue
V1422,V1422 - RV6: Any disciplinary actions for most recent violation,-8,Skipped
V1422,V1422 - RV6: Any disciplinary actions for most recent violation,-2,Refusal
V1422,V1422 - RV6: Any disciplinary actions for most recent violation,-1,Don't Know
V1422,V1422 - RV6: Any disciplinary actions for most recent violation,1,Yes
V1422,V1422 - RV6: Any disciplinary actions for most recent violation,2,No
V1423,V1423 - RV7_1: Specify disciplinary actions for most recent violation- Solitary Confinement or Segregation: Upcoded,-9,Response missing due to CAPI issue
V1423,V1423 - RV7_1: Specify disciplinary actions for most recent violation- Solitary Confinement or Segregation: Upcoded,-8,Skipped
V1423,V1423 - RV7_1: Specify disciplinary actions for most recent violation- Solitary Confinement or Segregation: Upcoded,1,Solitary Confinement or Segregation
V1423,V1423 - RV7_1: Specify disciplinary actions for most recent violation- Solitary Confinement or Segregation: Upcoded,99,Blank
V1424,V1424 - RV7_2: Specify disciplinary actions for most recent violation- Confinement to Own Cell or Quarters: Upcoded,-9,Response missing due to CAPI issue
V1424,V1424 - RV7_2: Specify disciplinary actions for most recent violation- Confinement to Own Cell or Quarters: Upcoded,-8,Skipped
V1424,V1424 - RV7_2: Specify disciplinary actions for most recent violation- Confinement to Own Cell or Quarters: Upcoded,2,Confinement to Own Cell or Quarters
V1424,V1424 - RV7_2: Specify disciplinary actions for most recent violation- Confinement to Own Cell or Quarters: Upcoded,99,Blank
V1425,V1425 - RV7_3: Specify disciplinary actions for most recent violation- Higher Custody Level Within Facility: Upcoded,-9,Response missing due to CAPI issue
V1425,V1425 - RV7_3: Specify disciplinary actions for most recent violation- Higher Custody Level Within Facility: Upcoded,-8,Skipped
V1425,V1425 - RV7_3: Specify disciplinary actions for most recent violation- Higher Custody Level Within Facility: Upcoded,3,Higher Custody Level Within Facility
V1425,V1425 - RV7_3: Specify disciplinary actions for most recent violation- Higher Custody Level Within Facility: Upcoded,99,Blank
V1426,V1426 - RV7_4: Specify disciplinary actions for most recent violation- Transferred to Another Facility: Upcoded,-9,Response missing due to CAPI issue
V1426,V1426 - RV7_4: Specify disciplinary actions for most recent violation- Transferred to Another Facility: Upcoded,-8,Skipped
V1426,V1426 - RV7_4: Specify disciplinary actions for most recent violation- Transferred to Another Facility: Upcoded,4,Transferred to Another Facility
V1426,V1426 - RV7_4: Specify disciplinary actions for most recent violation- Transferred to Another Facility: Upcoded,99,Blank
V1427,"V1427 - RV7_5: Specify disciplinary actions for most recent violation- Loss of ""Good/Gain"" Time/ ""Bad"" Time:",-9,Response missing due to CAPI issue
V1427,"V1427 - RV7_5: Specify disciplinary actions for most recent violation- Loss of ""Good/Gain"" Time/ ""Bad"" Time:",-8,Skipped
V1427,"V1427 - RV7_5: Specify disciplinary actions for most recent violation- Loss of ""Good/Gain"" Time/ ""Bad"" Time:",5,"Loss of ""Good/Gain"" Time / ""Bad"" Time"
V1427,"V1427 - RV7_5: Specify disciplinary actions for most recent violation- Loss of ""Good/Gain"" Time/ ""Bad"" Time:",99,Blank
V1428,V1428 - RV7_6: Specify disciplinary actions for most recent violation- Received a New Sentence: Upcoded version,-9,Response missing due to CAPI issue
